vi_tri_xep_hang,nghe_si,ten_bai_hat,vi_tri_cao_nhat,vi_tri_tuan_truoc,so_tuan_tren_bang_xep_hang,luot_nghe,bai_hat_moi,thay_doi_thu_hang,nhom_luot_nghe,do_ben
159,WALK THE MOON,Shut Up and Dance,159,191,4,9699810,False,32,Trung bình,Ngắn hạn
160,"Rihanna, Calvin Harris",We Found Love,59,171,65,9624650,False,11,Thấp,Dài hạn
161,Bill Withers,Ain't No Sunshine,76,154,12,9554297,False,-7,Thấp,Trung hạn
162,Imagine Dragons,Demons,111,182,79,9548840,False,20,Thấp,Dài hạn
163,Coldplay,A Sky Full of Stars,163,199,4,9543350,False,36,Thấp,Ngắn hạn
164,Hozier,Take Me To Church,108,184,143,9540962,False,20,Thấp,Dài hạn
165,"Kendrick Lamar, Jay Rock",Money Trees,62,152,53,9538243,False,-13,Thấp,Dài hạn
166,Taylor Swift,The Smallest Man Who Ever Lived,20,102,6,9522185,False,-64,Thấp,Trung hạn
167,Dua Lipa,Training Season,15,147,15,9499567,False,-20,Thấp,Dài hạn
168,Rich Amiri,ONE CALL,42,160,18,9477341,False,-8,Thấp,Dài hạn
169,Myke Towers,LA FALDA,24,153,22,9473763,False,-16,Thấp,Dài hạn
170,Miguel,Sure Thing,14,175,63,9473504,False,5,Thấp,Dài hạn
171,"Oscar Maydon, Gabito Ballesteros, Chino Pacas",Elvira,162,172,8,9472347,False,1,Thấp,Trung hạn
172,TV Girl,Lovers Rock,100,179,49,9445021,False,7,Thấp,Dài hạn
173,Glass Animals,Heat Waves,1,185,172,9423644,False,12,Thấp,Dài hạn
174,The Killers,Mr. Brightside,94,-1,126,9391122,True,-175,Thấp,Dài hạn
175,Bruno Mars,Just the Way You Are,39,163,73,9373920,False,-12,Thấp,Dài hạn
176,Taylor Swift,The Tortured Poets Department,6,107,6,9361516,False,-69,Thấp,Trung hạn
177,The Outfield,Your Love,177,196,5,9346266,False,19,Thấp,Trung hạn
178,Bruno Mars,When I Was Your Man,38,176,90,9343396,False,-2,Thấp,Dài hạn
179,Dominic Fike,Babydoll,158,-1,5,9338140,True,-180,Thấp,Trung hạn
180,"Earth, Wind & Fire",September,132,-1,12,9331324,True,-181,Thấp,Trung hạn
181,XXXTENTACION,Revenge,63,159,57,9324152,False,-22,Thấp,Dài hạn
182,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),170,186,11,9312220,False,4,Thấp,Trung hạn
183,Natanael Cano,Ya Te Olvide,157,157,2,9277604,False,-26,Thấp,Ngắn hạn
184,KAROL G,AMARGURA,53,169,54,9270394,False,-15,Thấp,Dài hạn
185,"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),175,-1,7,9267838,True,-186,Thấp,Trung hạn
186,The Goo Goo Dolls,Iris,93,197,39,9258362,False,11,Thấp,Dài hạn
187,Imagine Dragons,Believer,16,193,377,9189912,False,6,Thấp,Dài hạn
188,Foster The People,Pumped Up Kicks,160,-1,5,9172922,True,-189,Thấp,Trung hạn
189,Julión Álvarez y su Norteño Banda,Regalo De Dios,100,155,15,9148471,False,-34,Thấp,Dài hạn
190,Michael Jackson,Billie Jean,140,-1,3,9006753,True,-191,Thấp,Ngắn hạn
191,J. Cole,No Role Modelz,76,-1,144,9006202,True,-192,Thấp,Dài hạn
192,"Taylor Swift, Florence + The Machine",Florida!!! (feat. Florence + The Machine),10,121,6,9001834,False,-71,Thấp,Trung hạn
193,V,FRI(END)S,15,178,11,8994911,False,-15,Thấp,Trung hạn
194,Gustavo Moura & Rafael,Digitando,99,200,5,8971549,False,6,Thấp,Trung hạn
195,Travis Scott,I KNOW ?,14,173,38,8962789,False,-22,Thấp,Dài hạn
196,Eminem,Mockingbird,24,-1,81,8959966,True,-197,Thấp,Dài hạn
197,TOTO,Africa,137,-1,63,8913953,True,-198,Thấp,Dài hạn
198,d4vd,Feel It - From The Original Series “Invincible”,93,187,8,8820273,False,-11,Thấp,Trung hạn
199,Dua Lipa,Houdini,6,189,29,8772567,False,-10,Thấp,Dài hạn
200,Bryson Tiller,Whatever She Wants,38,174,14,8768473,False,-26,Thấp,Dài hạn
1,Sabrina Carpenter,Espresso,1,2,8,64865874,False,1,Rất cao,Trung hạn
2,Eminem,Houdini,2,-1,1,56673473,True,-3,Rất cao,Ngắn hạn
3,Billie Eilish,BIRDS OF A FEATHER,3,5,3,55706278,False,2,Rất cao,Ngắn hạn
4,Tommy Richman,MILLION DOLLAR BABY,1,3,6,55363037,False,-1,Rất cao,Trung hạn
5,Billie Eilish,LUNCH,1,1,3,49667368,False,-4,Rất cao,Ngắn hạn
6,"FloyyMenor, Cris Mj",Gata Only,3,6,17,46126156,False,0,Rất cao,Dài hạn
7,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),3,7,4,44288389,False,0,Rất cao,Ngắn hạn
8,Kendrick Lamar,Not Like Us,2,4,5,43365484,False,-4,Rất cao,Trung hạn
9,Hozier,Too Sweet,2,9,11,41428932,False,0,Rất cao,Trung hạn
10,Artemas,i like the way you kiss me,1,12,11,38735978,False,2,Rất cao,Trung hạn
11,Benson Boone,Beautiful Things,1,11,20,38263358,False,0,Rất cao,Dài hạn
12,Shaboozey,A Bar Song (Tipsy),7,10,8,37254052,False,-2,Rất cao,Trung hạn
13,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),13,17,2,36024300,False,4,Rất cao,Ngắn hạn
14,Billie Eilish,CHIHIRO,5,8,3,35995796,False,-6,Rất cao,Ngắn hạn
15,Ariana Grande,we can't be friends (wait for your love),1,14,13,30473878,False,-1,Rất cao,Dài hạn
16,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),1,13,7,30170402,False,-3,Rất cao,Trung hạn
17,Djo,End of Beginning,3,15,16,29845602,False,-2,Rất cao,Dài hạn
18,Teddy Swims,Lose Control,5,16,30,27430768,False,-2,Rất cao,Dài hạn
19,Myles Smith,Stargazing,19,20,4,27326727,False,1,Rất cao,Ngắn hạn
20,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,19,35,23202110,False,-1,Rất cao,Dài hạn
21,Zach Bryan,Pink Skies,21,26,2,22476013,False,5,Rất cao,Ngắn hạn
22,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,28,7,22114130,False,6,Rất cao,Trung hạn
23,Taylor Swift,Cruel Summer,2,22,70,22069617,False,-1,Rất cao,Dài hạn
24,Billie Eilish,WILDFLOWER,15,18,3,22063464,False,-6,Rất cao,Ngắn hạn
25,Chappell Roan,"Good Luck, Babe!",25,37,8,21674326,False,12,Rất cao,Trung hạn
26,Dasha,Austin (Boots Stop Workin'),20,27,13,21159783,False,1,Rất cao,Dài hạn
27,Harry Styles,As It Was,1,25,114,20963125,False,-2,Rất cao,Dài hạn
28,"Luis R Conriquez, Neton Vega",Si No Quieres No,28,44,8,20379011,False,16,Rất cao,Trung hạn
29,Mark Ambor,Belong Together,19,30,10,20171002,False,1,Rất cao,Trung hạn
30,Taylor Swift,I Can Do It With a Broken Heart,5,23,7,20096303,False,-7,Rất cao,Trung hạn
31,"Feid, ATL Jacob",LUNA,9,33,26,19838830,False,2,Rất cao,Dài hạn
32,Billie Eilish,BLUE,17,21,3,19455865,False,-11,Rất cao,Ngắn hạn
33,"Future, Metro Boomin, Kendrick Lamar",Like That,4,24,11,19049371,False,-9,Rất cao,Trung hạn
34,The Neighbourhood,Sweater Weather,19,40,197,18940046,False,6,Rất cao,Dài hạn
35,Benson Boone,Slow It Down,31,34,11,18592196,False,-1,Rất cao,Trung hạn
36,Billie Eilish,L’AMOUR DE MA VIE,19,29,3,17726412,False,-7,Rất cao,Ngắn hạn
37,Arctic Monkeys,I Wanna Be Yours,15,41,100,17522092,False,4,Rất cao,Dài hạn
38,SZA,Saturn,17,31,15,17321415,False,-7,Rất cao,Dài hạn
39,Noah Kahan,Stick Season,6,39,35,17311776,False,0,Rất cao,Dài hạn
40,Lord Huron,The Night We Met,28,43,85,17056680,False,3,Rất cao,Dài hạn
41,ILLIT,Magnetic,11,45,11,16719996,False,4,Rất cao,Trung hạn
42,Cris Mj,SI NO ES CONTIGO,42,93,2,16590346,False,51,Rất cao,Ngắn hạn
43,Tate McRae,greedy,1,42,38,16482686,False,-1,Rất cao,Dài hạn
44,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,38,38,16372455,False,-6,Rất cao,Dài hạn
45,"Natanael Cano, Oscar Maydon",Madonna,18,32,13,15834647,False,-13,Rất cao,Dài hạn
46,"Jaxomy, Agatino Romero, Raffaella Carrà",Pedro,29,51,8,15432139,False,5,Rất cao,Trung hạn
47,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,52,67,15336032,False,5,Rất cao,Dài hạn
48,Mitski,My Love Mine All Mine,3,47,37,15142621,False,-1,Rất cao,Dài hạn
49,aespa,Supernova,49,50,3,14955862,False,1,Cao,Ngắn hạn
50,Miley Cyrus,Flowers,1,55,73,14745397,False,5,Cao,Dài hạn
51,Vance Joy,Riptide,30,107,173,14662208,False,56,Cao,Dài hạn
52,Bruno Mars,Locked out of Heaven,39,123,104,14605770,False,71,Cao,Dài hạn
53,SZA,Kill Bill,1,71,78,14574778,False,18,Cao,Dài hạn
54,Coldplay,Yellow,36,118,181,14330123,False,64,Cao,Dài hạn
55,Tom Odell,Another Love,15,54,165,14259451,False,-1,Cao,Dài hạn
56,Gunna,one of wun,56,139,4,14258879,False,83,Cao,Ngắn hạn
57,Billie Eilish,THE GREATEST,20,36,3,14240950,False,-21,Cao,Ngắn hạn
58,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,58,47,14061850,False,0,Cao,Dài hạn
59,"David Guetta, OneRepublic",I Don't Wanna Wait,59,82,8,13997345,False,23,Cao,Trung hạn
60,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,49,49,3,13984042,False,-11,Cao,Ngắn hạn
61,Taylor Swift,Down Bad,2,53,7,13948598,False,-8,Cao,Trung hạn
62,Richy Mitch & The Coal Miners,Evergreen,40,68,21,13730527,False,6,Cao,Dài hạn
63,Eminem,Without Me,31,156,141,13644680,False,93,Cao,Dài hạn
64,"The Weeknd, Daft Punk",Starboy,1,63,192,13482963,False,-1,Cao,Dài hạn
65,"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,11,61,11,13479764,False,-4,Cao,Trung hạn
66,Kendrick Lamar,euphoria,4,46,6,13479265,False,-20,Cao,Trung hạn
67,SZA,Snooze,27,59,76,13461371,False,-8,Cao,Dài hạn
68,Billie Eilish,SKINNY,16,35,3,13398786,False,-33,Cao,Ngắn hạn
69,Michael Marcagi,Scared To Start,25,67,18,13217351,False,-2,Cao,Dài hạn
70,Bruno Mars,Just the Way You Are,39,175,74,13198550,False,105,Cao,Dài hạn
71,Jimin,Like Crazy,15,65,63,13190467,False,-6,Cao,Dài hạn
72,Taylor Swift,Guilty as Sin?,14,57,7,13157079,False,-15,Cao,Trung hạn
73,"Myke Towers, Bad Bunny",ADIVINO,20,70,6,13120392,False,-3,Cao,Trung hạn
74,The Weeknd,Blinding Lights,1,80,236,13051483,False,6,Cao,Dài hạn
75,Billie Eilish,THE DINER,23,48,3,13030526,False,-27,Cao,Ngắn hạn
76,Sabrina Carpenter,Feather,34,72,27,12924713,False,-4,Cao,Dài hạn
77,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,60,41,12767609,False,-17,Cao,Dài hạn
78,aespa,Armageddon,78,-1,1,12599726,True,-79,Cao,Ngắn hạn
79,"David Guetta, Bebe Rexha",I'm Good (Blue),2,84,93,12555218,False,5,Cao,Dài hạn
80,"Oscar Maydon, Junior H",Volver Al Futuro,80,-1,1,12466383,True,-81,Cao,Ngắn hạn
81,The Walters,I Love You So,21,87,108,12384685,False,6,Cao,Dài hạn
82,Beyoncé,TEXAS HOLD 'EM,2,66,17,12278557,False,-16,Cao,Dài hạn
83,Manuel Turizo,La Bachata,4,74,101,12231150,False,-9,Cao,Dài hạn
84,One Direction,Night Changes,79,79,84,12226507,False,-5,Cao,Dài hạn
85,Taylor Swift,Who’s Afraid of Little Old Me?,12,69,7,11997619,False,-16,Cao,Trung hạn
86,Natasha Bedingfield,Unwritten,16,75,21,11930858,False,-11,Cao,Dài hạn
87,Lithe,Fall Back,87,88,3,11844593,False,1,Cao,Ngắn hạn
88,Lewis Capaldi,Someone You Loved,4,78,282,11798703,False,-10,Cao,Dài hạn
89,CYRIL,Stumblin' In,89,104,11,11731058,False,15,Cao,Trung hạn
90,Journey,Don't Stop Believin' (2022 Remaster),90,111,14,11723267,False,21,Cao,Dài hạn
91,Linkin Park,In the End,22,83,48,11688428,False,-8,Cao,Dài hạn
92,James Arthur,Say You Won't Let Go,7,90,309,11685772,False,-2,Cao,Dài hạn
93,"Alvaro Diaz, Feid",GATITAS SANDUNGUERAS - VOL.1,93,144,2,11600609,False,51,Cao,Ngắn hạn
94,Creedence Clearwater Revival,Have You Ever Seen The Rain,85,126,42,11518016,False,32,Cao,Dài hạn
95,OneRepublic,I Ain't Worried,7,97,105,11509548,False,2,Cao,Dài hạn
96,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,2,76,17,11483968,False,-20,Cao,Dài hạn
97,"The Chainsmokers, Coldplay",Something Just Like This,2,91,210,11460075,False,-6,Cao,Dài hạn
98,"Drake, Wizkid, Kyla",One Dance,12,119,197,11393616,False,21,Cao,Dài hạn
99,Hotel Ugly,Shut up My Moms Calling,82,99,74,11361542,False,0,Cao,Dài hạn
100,Tyla,Water,12,62,37,11359020,False,-38,Cao,Dài hạn
101,"cassö, RAYE, D-Block Europe",Prada,17,103,42,11307280,False,2,Cao,Dài hạn
102,The Weeknd,Die For You,12,98,121,11304462,False,-4,Cao,Dài hạn
103,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,108,117,11260230,False,5,Cao,Dài hạn
104,"French Montana, Swae Lee",Unforgettable,3,116,92,11170983,False,12,Trung bình,Dài hạn
105,Sabrina Carpenter,Nonsense,17,110,72,11151836,False,5,Trung bình,Dài hạn
106,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,94,287,11135953,False,-12,Trung bình,Dài hạn
107,SZA,Nobody Gets Me,12,86,20,11119026,False,-21,Trung bình,Dài hạn
108,Xavi,La Diabla,1,89,26,11102718,False,-19,Trung bình,Dài hạn
109,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,137,143,11044408,False,28,Trung bình,Dài hạn
110,The Goo Goo Dolls,Iris,93,186,40,11022997,False,76,Trung bình,Dài hạn
111,The Police,Every Breath You Take,77,113,130,11009652,False,2,Trung bình,Dài hạn
112,Frank Ocean,Pink + White,69,101,55,10981227,False,-11,Trung bình,Dài hạn
113,Ariana Grande,intro (end of the world),25,77,13,10949587,False,-36,Trung bình,Dài hạn
114,Billie Eilish,BITTERSUITE,25,56,3,10896169,False,-58,Trung bình,Ngắn hạn
115,Ruth B.,Dandelions,34,124,144,10884780,False,9,Trung bình,Dài hạn
116,Taylor Swift,"So Long, London",4,81,7,10856493,False,-35,Trung bình,Trung hạn
117,21 Savage,redrum,8,105,21,10845977,False,-12,Trung bình,Dài hạn
118,OneRepublic,Counting Stars,86,122,164,10831437,False,4,Trung bình,Dài hạn
119,NewJeans,How Sweet,85,85,2,10831219,False,-34,Trung bình,Ngắn hạn
120,"Ram Sampath, Arijit Singh, Prashant Pandey","Sajni (From ""Laapataa Ladies"")",120,121,3,10790941,False,1,Trung bình,Ngắn hạn
121,"KAROL G, Peso Pluma",QLONA,5,96,43,10789680,False,-25,Trung bình,Dài hạn
122,"Bad Bunny, Feid",PERRO NEGRO,4,95,34,10636735,False,-27,Trung bình,Dài hạn
123,Jung Kook,Standing Next to You,1,127,30,10629976,False,4,Trung bình,Dài hạn
124,Dua Lipa,Training Season,15,167,16,10593183,False,43,Trung bình,Dài hạn
125,Isabel LaRosa,Favorite,68,114,9,10592575,False,-11,Trung bình,Trung hạn
126,"FloyyMenor, Lewis Somes",APAGA EL CEL,126,-1,1,10561515,True,-127,Trung bình,Ngắn hạn
127,"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),127,130,4,10526879,False,3,Trung bình,Ngắn hạn
128,Harry Styles,Watermelon Sugar,4,120,217,10520131,False,-8,Trung bình,Dài hạn
129,Plan B,Es un Secreto,129,157,31,10450050,False,28,Trung bình,Dài hạn
130,Lana Del Rey,Summertime Sadness,83,148,95,10392268,False,18,Trung bình,Dài hạn
131,"Don Omar, Lucenzo",Danza Kuduro,104,138,37,10355886,False,7,Trung bình,Dài hạn
132,"Billie Eilish, Khalid",lovely (with Khalid),24,102,320,10347085,False,-30,Trung bình,Dài hạn
133,Keane,Somewhere Only We Know,80,131,85,10334434,False,-2,Trung bình,Dài hạn
134,Tears For Fears,Everybody Wants To Rule The World,91,142,89,10303180,False,8,Trung bình,Dài hạn
135,"Kendrick Lamar, SZA",All The Stars (with SZA),2,128,53,10298579,False,-7,Trung bình,Dài hạn
136,Eminem,Mockingbird,24,196,82,10249975,False,60,Trung bình,Dài hạn
137,Taylor Swift,My Boy Only Breaks His Favorite Toys,7,106,7,10220636,False,-31,Trung bình,Trung hạn
138,Coldplay,Viva La Vida,53,135,93,10207395,False,-3,Trung bình,Dài hạn
139,Taylor Swift,But Daddy I Love Him,9,109,7,10150178,False,-30,Trung bình,Trung hạn
140,V,Love Me Again,11,117,43,10104577,False,-23,Trung bình,Dài hạn
141,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,92,47,10078488,False,-49,Trung bình,Dài hạn
142,Coldplay,A Sky Full of Stars,142,163,5,10062131,False,21,Trung bình,Trung hạn
143,"Disturbed, CYRIL",The Sound of Silence - CYRIL Remix,106,147,8,10055016,False,4,Trung bình,Trung hạn
144,Dua Lipa,Houdini,6,199,30,10033338,False,55,Trung bình,Dài hạn
145,"Young Miko, Feid",offline,68,112,8,10031272,False,-33,Trung bình,Trung hạn
146,Morgan Wallen,Last Night,14,132,67,10024262,False,-14,Trung bình,Dài hạn
147,Travis Scott,goosebumps,13,152,250,10014416,False,5,Trung bình,Dài hạn
148,Fuerza Regida,TÚ NAME,55,129,14,10008766,False,-19,Trung bình,Dài hạn
149,"Rihanna, Calvin Harris",We Found Love,59,160,66,9964400,False,11,Trung bình,Dài hạn
150,David Kushner,Daylight,5,136,60,9963027,False,-14,Trung bình,Dài hạn
151,Arctic Monkeys,505,43,151,126,9887506,False,0,Trung bình,Dài hạn
152,Glass Animals,Heat Waves,1,173,173,9860180,False,21,Trung bình,Dài hạn
153,"Oscar Maydon, Gabito Ballesteros, Chino Pacas",Elvira,153,171,9,9848355,False,18,Trung bình,Trung hạn
154,Cigarettes After Sex,Apocalypse,79,149,99,9833455,False,-5,Trung bình,Dài hạn
155,Lay Bankz,Tell Ur Girlfriend,23,73,8,9824040,False,-82,Trung bình,Trung hạn
156,Hozier,Take Me To Church,108,164,144,9812385,False,8,Trung bình,Dài hạn
157,"Kygo, Ava Max",Whatever,91,100,20,9775954,False,-57,Trung bình,Dài hạn
158,Xavi,Corazón de Piedra,21,134,11,9765770,False,-24,Trung bình,Trung hạn
159,"Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",72,115,7,9750894,False,-44,Trung bình,Trung hạn
160,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),160,182,12,9742178,False,22,Trung bình,Trung hạn
161,Gunna,fukumean,9,-1,41,9705165,True,-162,Trung bình,Dài hạn
162,Olivia Rodrigo,vampire,1,143,49,9704139,False,-19,Trung bình,Dài hạn
163,The White Stripes,Seven Nation Army,146,146,4,9672433,False,-17,Trung bình,Ngắn hạn
164,Jack Harlow,Lovin On Me,3,145,30,9666275,False,-19,Thấp,Dài hạn
165,XXXTENTACION,Revenge,63,181,58,9636994,False,16,Thấp,Dài hạn
166,BABYMONSTER,SHEESH,57,140,9,9621899,False,-26,Thấp,Trung hạn
167,Imagine Dragons,Demons,111,162,80,9618638,False,-5,Thấp,Dài hạn
168,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),12,141,53,9610217,False,-27,Thấp,Dài hạn
169,Eminem,The Real Slim Shady,51,-1,122,9608693,True,-170,Thấp,Dài hạn
170,Doja Cat,Paint The Town Red,1,153,44,9606703,False,-17,Thấp,Dài hạn
171,Henry Moodie,drunk text,106,133,8,9592490,False,-38,Thấp,Trung hạn
172,The Killers,Mr. Brightside,94,174,127,9582453,False,2,Thấp,Dài hạn
173,WALK THE MOON,Shut Up and Dance,159,159,5,9562642,False,-14,Thấp,Trung hạn
174,AC/DC,Highway to Hell,152,155,12,9528407,False,-19,Thấp,Trung hạn
175,Natanael Cano,Ya Te Olvide,157,183,3,9521232,False,8,Thấp,Ngắn hạn
176,Zach Bryan,Something in the Orange,57,154,74,9498827,False,-22,Thấp,Dài hạn
177,Linkin Park,Numb,34,-1,23,9498673,True,-178,Thấp,Dài hạn
178,Julión Álvarez y su Norteño Banda,Regalo De Dios,100,189,16,9494403,False,11,Thấp,Dài hạn
179,The Outfield,Your Love,177,177,6,9454463,False,-2,Thấp,Trung hạn
180,TV Girl,Lovers Rock,100,172,50,9416348,False,-8,Thấp,Dài hạn
181,Miguel,Sure Thing,14,170,64,9414429,False,-11,Thấp,Dài hạn
182,"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),175,185,8,9378685,False,3,Thấp,Trung hạn
183,Myke Towers,LA FALDA,24,169,23,9150241,False,-14,Thấp,Dài hạn
184,Imagine Dragons,Believer,16,187,378,9128177,False,3,Thấp,Dài hạn
185,Rich Amiri,ONE CALL,42,168,19,9123837,False,-17,Thấp,Dài hạn
186,Foster The People,Pumped Up Kicks,160,188,6,9080229,False,2,Thấp,Trung hạn
187,KAROL G,AMARGURA,53,184,55,9075251,False,-3,Thấp,Dài hạn
188,Dominic Fike,Babydoll,158,179,6,9067872,False,-9,Thấp,Trung hạn
189,"Coolio, L.V.",Gangsta's Paradise,40,-1,74,9009520,True,-190,Thấp,Dài hạn
190,"Kendrick Lamar, Jay Rock",Money Trees,62,165,54,9009159,False,-25,Thấp,Dài hạn
191,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,4,-1,136,8943499,True,-192,Thấp,Dài hạn
192,Travis Scott,I KNOW ?,14,195,39,8919476,False,3,Thấp,Dài hạn
193,Eminem,Lose Yourself,44,-1,134,8831304,True,-194,Thấp,Dài hạn
194,A$AP Rocky,Sundress,161,-1,6,8821923,True,-195,Thấp,Trung hạn
195,Calvin Harris,Summer,195,-1,1,8800050,True,-196,Thấp,Ngắn hạn
196,Fleetwood Mac,Dreams - 2004 Remaster,20,-1,70,8799548,True,-197,Thấp,Dài hạn
197,Dua Lipa,Illusion,25,-1,7,8787950,True,-198,Thấp,Trung hạn
198,Trueno,REAL GANGSTA LOVE,198,-1,1,8765917,True,-199,Thấp,Ngắn hạn
199,"Akon, Eminem",Smack That,199,-1,1,8741821,True,-200,Thấp,Ngắn hạn
200,Avicii,Wake Me Up,13,-1,97,8732759,True,-201,Thấp,Dài hạn
1,Sabrina Carpenter,Espresso,1,1,9,76427890,False,0,Rất cao,Trung hạn
2,Sabrina Carpenter,Please Please Please,2,-1,1,66951064,True,-3,Rất cao,Ngắn hạn
3,Billie Eilish,BIRDS OF A FEATHER,3,3,4,66726270,False,0,Rất cao,Ngắn hạn
4,Eminem,Houdini,2,2,2,51845401,False,-2,Rất cao,Ngắn hạn
5,Tommy Richman,MILLION DOLLAR BABY,1,4,7,48186643,False,-1,Rất cao,Trung hạn
6,"FloyyMenor, Cris Mj",Gata Only,3,6,18,47674157,False,0,Rất cao,Dài hạn
7,Billie Eilish,LUNCH,1,5,4,46004349,False,-2,Rất cao,Ngắn hạn
8,Hozier,Too Sweet,2,9,12,41914265,False,1,Rất cao,Trung hạn
9,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),3,7,5,38938650,False,-2,Rất cao,Trung hạn
10,Shaboozey,A Bar Song (Tipsy),7,12,9,38917787,False,2,Rất cao,Trung hạn
11,Benson Boone,Beautiful Things,1,11,21,37776678,False,0,Rất cao,Dài hạn
12,Kendrick Lamar,Not Like Us,2,8,6,37011482,False,-4,Rất cao,Trung hạn
13,Artemas,i like the way you kiss me,1,10,12,36203445,False,-3,Rất cao,Trung hạn
14,Billie Eilish,CHIHIRO,5,14,4,34469260,False,0,Rất cao,Ngắn hạn
15,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),13,13,3,31694686,False,-2,Rất cao,Ngắn hạn
16,Djo,End of Beginning,3,17,17,28728600,False,1,Rất cao,Dài hạn
17,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),1,16,8,28304233,False,-1,Rất cao,Trung hạn
18,Myles Smith,Stargazing,18,19,5,27908328,False,1,Rất cao,Trung hạn
19,Teddy Swims,Lose Control,5,18,31,26978818,False,-1,Rất cao,Dài hạn
20,Ariana Grande,we can't be friends (wait for your love),1,15,14,26913426,False,-5,Rất cao,Dài hạn
21,Jung Kook,Never Let Go,21,-1,1,24041560,True,-22,Rất cao,Ngắn hạn
22,Chappell Roan,"Good Luck, Babe!",22,25,9,23255255,False,3,Rất cao,Trung hạn
23,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,22,8,23223722,False,-1,Rất cao,Trung hạn
24,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,20,36,22448369,False,-4,Rất cao,Dài hạn
25,Trueno,REAL GANGSTA LOVE,25,198,2,22433777,False,173,Rất cao,Ngắn hạn
26,Taylor Swift,Cruel Summer,2,23,71,22135400,False,-3,Rất cao,Dài hạn
27,Zach Bryan,Pink Skies,21,21,3,21875549,False,-6,Rất cao,Ngắn hạn
28,Dasha,Austin (Boots Stop Workin'),20,26,14,21724289,False,-2,Rất cao,Dài hạn
29,Billie Eilish,WILDFLOWER,15,24,4,20226788,False,-5,Rất cao,Ngắn hạn
30,Harry Styles,As It Was,1,27,115,19924559,False,-3,Rất cao,Dài hạn
31,"Feid, ATL Jacob",LUNA,9,31,27,19707930,False,0,Rất cao,Dài hạn
32,Mark Ambor,Belong Together,19,29,11,19553949,False,-3,Rất cao,Trung hạn
33,Benson Boone,Slow It Down,31,35,12,19518997,False,2,Rất cao,Trung hạn
34,"Luis R Conriquez, Neton Vega",Si No Quieres No,28,28,9,19339975,False,-6,Rất cao,Trung hạn
35,Taylor Swift,I Can Do It With a Broken Heart,5,30,8,18635575,False,-5,Rất cao,Trung hạn
36,Cris Mj,SI NO ES CONTIGO,36,42,3,18127698,False,6,Rất cao,Ngắn hạn
37,The Neighbourhood,Sweater Weather,19,34,198,17906173,False,-3,Rất cao,Dài hạn
38,Billie Eilish,BLUE,17,32,4,17741362,False,-6,Rất cao,Ngắn hạn
39,Billie Eilish,L’AMOUR DE MA VIE,19,36,4,17723022,False,-3,Rất cao,Ngắn hạn
40,"Future, Metro Boomin, Kendrick Lamar",Like That,4,33,12,17434243,False,-7,Rất cao,Trung hạn
41,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,58,48,17224518,False,17,Rất cao,Dài hạn
42,Arctic Monkeys,I Wanna Be Yours,15,37,101,17107448,False,-5,Rất cao,Dài hạn
43,SZA,Saturn,17,38,16,16896026,False,-5,Rất cao,Dài hạn
